CA20,Rebel Without a Cause,Nicholas Ray,1955,"A drama film that tells the story of a rebellious teenager who moves to a new town and falls in with a bad crowd, including a troubled girl and a violent gang leader. The film explores themes of teenage angst, identity, and societal pressure.",Coming-of-Age ,"Nicholas Ray,A drama film that tells the story of a rebellious teenager who moves to a new town and falls in with a bad crowd, including a troubled girl and a violent gang leader. The film explores themes of teenage angst, identity, and societal pressure.,Coming-of-Age "
CA21,Fast Times at Ridgemont High,Amy Heckerling ,1982,"A comedy-drama film that follows a group of Southern California high school students as they navigate adolescence, relationships, and the ups and downs of teenage life in the 1980s.",Coming-of-Age ,"Amy Heckerling ,A comedy-drama film that follows a group of Southern California high school students as they navigate adolescence, relationships, and the ups and downs of teenage life in the 1980s.,Coming-of-Age "
CA22,The 400 Blows,Francois Truffaut,1959,"A French drama film that follows the life of a young boy named Antoine Doinel as he grows up in Paris and faces a difficult home life, struggles in school, and brushes with the law.",Coming-of-Age ,"Francois Truffaut,A French drama film that follows the life of a young boy named Antoine Doinel as he grows up in Paris and faces a difficult home life, struggles in school, and brushes with the law.,Coming-of-Age "
CA23,American Graffiti,George Lucas,1973,A coming-of-age film set in the early 1960s that follows a group of high school graduates as they spend one last night cruising the streets of their hometown and coming to terms with the changes in their lives.,Coming-of-Age ,"George Lucas,A coming-of-age film set in the early 1960s that follows a group of high school graduates as they spend one last night cruising the streets of their hometown and coming to terms with the changes in their lives.,Coming-of-Age "
CA24,Boyhood,Richard Linklater,2014,"A drama film that was shot over the course of 12 years, following the life of a young boy named Mason as he grows up in Texas and deals with issues related to family, relationships, and identity.",Coming-of-Age ,"Richard Linklater,A drama film that was shot over the course of 12 years, following the life of a young boy named Mason as he grows up in Texas and deals with issues related to family, relationships, and identity.,Coming-of-Age "
CA25,The Graduate,Mike Nichols,1967,"A comedy-drama film that tells the story of a recent college graduate who is seduced by an older woman and then falls in love with her daughter, leading to a series of complicated and awkward situations.",Coming-of-Age ,"Mike Nichols,A comedy-drama film that tells the story of a recent college graduate who is seduced by an older woman and then falls in love with her daughter, leading to a series of complicated and awkward situations.,Coming-of-Age "
CR01,The Accused ,Jonathan Kalpan,1988,"A young woman is brutally raped at a party, and the police struggle to build a case against the perpetrators. The victim finds herself ostracized and bullied by the community, and must fight for justice in court.",Courtroom ,"Jonathan Kalpan,A young woman is brutally raped at a party, and the police struggle to build a case against the perpetrators. The victim finds herself ostracized and bullied by the community, and must fight for justice in court.,Courtroom "
CR02,Primal Fear ,Gregory Hoblit,1996,"A high-profile murder case brings together an ambitious defense attorney and an altar boy accused of killing a beloved bishop. As the trial unfolds, shocking secrets are revealed that threaten to upend the case and the lives of all involved.",Courtroom ,"Gregory Hoblit,A high-profile murder case brings together an ambitious defense attorney and an altar boy accused of killing a beloved bishop. As the trial unfolds, shocking secrets are revealed that threaten to upend the case and the lives of all involved.,Courtroom "
CR03,Legally Blonde ,Robert Luketic,2001,"A sorority girl with a fashion degree defies stereotypes and enrolls in Harvard Law School to win back her ex-boyfriend. Along the way, she discovers her true passion for law and uses her unique skills to defend a client accused of murder.",Courtroom ,"Robert Luketic,A sorority girl with a fashion degree defies stereotypes and enrolls in Harvard Law School to win back her ex-boyfriend. Along the way, she discovers her true passion for law and uses her unique skills to defend a client accused of murder.,Courtroom "
CR04,Disorder in the Court ,Jack White,1936,"The Three Stooges star in this classic comedy short, in which they play bumbling witnesses in a trial that quickly descends into chaos.",Courtroom ,"Jack White,The Three Stooges star in this classic comedy short, in which they play bumbling witnesses in a trial that quickly descends into chaos.,Courtroom "
CR05,My Cousin Vinny ,Jonathan Lynn,1992,"A brash and inexperienced Brooklyn lawyer travels to rural Alabama to defend his cousin and a friend who have been wrongfully accused of murder. Along the way, he clashes with the local judge and struggles to prove their innocence.",Courtroom ,"Jonathan Lynn,A brash and inexperienced Brooklyn lawyer travels to rural Alabama to defend his cousin and a friend who have been wrongfully accused of murder. Along the way, he clashes with the local judge and struggles to prove their innocence.,Courtroom "
CR06,Loving ,Jeff Nichols,2016,"Based on a true story, this film follows an interracial couple who fall in love and get married in 1950s Virginia, where interracial marriage is illegal. They face persecution and arrest, but their determination leads to a landmark Supreme Court case.",Courtroom ,"Jeff Nichols,Based on a true story, this film follows an interracial couple who fall in love and get married in 1950s Virginia, where interracial marriage is illegal. They face persecution and arrest, but their determination leads to a landmark Supreme Court case.,Courtroom "
CR07,A Time to Kill ,Joel Schumacher,1996,"A young lawyer defends a black man who has killed two white men in revenge for the rape of his daughter. The trial becomes a lightning rod for racial tensions in the community, and the lawyer must navigate a hostile environment to secure justice for his client.",Courtroom ,"Joel Schumacher,A young lawyer defends a black man who has killed two white men in revenge for the rape of his daughter. The trial becomes a lightning rod for racial tensions in the community, and the lawyer must navigate a hostile environment to secure justice for his client.,Courtroom "
CR08,Inherit the Wind ,Stanley Kramer,1960,This classic courtroom drama tells the story of a teacher arrested for teaching evolution in a small town in Tennessee. The trial becomes a national sensation and pits two legal giants against each other in a battle of science versus religion.,Courtroom ,"Stanley Kramer,This classic courtroom drama tells the story of a teacher arrested for teaching evolution in a small town in Tennessee. The trial becomes a national sensation and pits two legal giants against each other in a battle of science versus religion.,Courtroom "
CR09,And Justice for All ,Norman Jewison,1979,"A burned-out defense attorney defends a judge who is accused of rape. As the case becomes increasingly complicated and personal, the lawyer must confront his own values and the corruption of the legal system.",Courtroom ,"Norman Jewison,A burned-out defense attorney defends a judge who is accused of rape. As the case becomes increasingly complicated and personal, the lawyer must confront his own values and the corruption of the legal system.,Courtroom "
CR10,Miracle on 34th Street ,George Seaton ,1947,"A department store Santa Claus claims to be the real deal, but when he is put on trial for insanity, it's up to a young lawyer and a little girl to prove his sanity and save Christmas.",Courtroom ,"George Seaton ,A department store Santa Claus claims to be the real deal, but when he is put on trial for insanity, it's up to a young lawyer and a little girl to prove his sanity and save Christmas.,Courtroom "
CR11,JFK ,Oliver Stone,1991,"A drama film that explores the events leading to the assassination of US President John F. Kennedy in 1963, and the investigation that followed.",Courtroom ,"Oliver Stone,A drama film that explores the events leading to the assassination of US President John F. Kennedy in 1963, and the investigation that followed.,Courtroom "
CR12,Erin Brockovich ,Steven Soderbergh,2000,"A biographical film based on the true story of Erin Brockovich, a single mother who takes on a California power company accused of polluting a city's water supply.",Courtroom ,"Steven Soderbergh,A biographical film based on the true story of Erin Brockovich, a single mother who takes on a California power company accused of polluting a city's water supply.,Courtroom "
CR13,Paths of Glory ,Stanley Kubrick,1957,A war film that portrays the experiences of French soldiers during World War I and the French command's order to carry out a suicidal mission.,Courtroom ,"Stanley Kubrick,A war film that portrays the experiences of French soldiers during World War I and the French command's order to carry out a suicidal mission.,Courtroom "
CR14,Anatomy of a Murder ,Otto Preminger,1959,A crime drama film based on a true story of a murder trial where a lawyer defends a man who killed the man who raped his wife.,Courtroom ,"Otto Preminger,A crime drama film based on a true story of a murder trial where a lawyer defends a man who killed the man who raped his wife.,Courtroom "
CR15,Judgment at Nuremberg ,Stanley Kramer,1961,"A courtroom drama film that tells the story of the Nuremberg Trials, where a panel of judges have to decide the fate of Nazi war criminals.",Courtroom ,"Stanley Kramer,A courtroom drama film that tells the story of the Nuremberg Trials, where a panel of judges have to decide the fate of Nazi war criminals.,Courtroom "
CR16,Witness for the Prosecution ,Billy Wilder,1957,A courtroom drama film based on the play by Agatha Christie where a man is accused of murdering a wealthy woman and his lawyer tries to clear his name.,Courtroom ,"Billy Wilder,A courtroom drama film based on the play by Agatha Christie where a man is accused of murdering a wealthy woman and his lawyer tries to clear his name.,Courtroom "
CR17,A Cry in the Dark,Fred Schepisi,1988,A drama film based on a true story of an Australian couple whose baby disappears during a camping trip and they are accused of murdering their own child.,Courtroom ,"Fred Schepisi,A drama film based on a true story of an Australian couple whose baby disappears during a camping trip and they are accused of murdering their own child.,Courtroom "
CR18,Adam’s Rib,George Cukor,1949,A romantic comedy film about a married couple who are both lawyers and end up representing opposing clients in a high-profile court case.,Courtroom ,"George Cukor,A romantic comedy film about a married couple who are both lawyers and end up representing opposing clients in a high-profile court case.,Courtroom "
CR19,Kramer vs. Kramer,Robert Benton,1979,A drama film about a couple's divorce and custody battle over their son and how they learn to put their differences aside for the sake of their child.,Courtroom ,"Robert Benton,A drama film about a couple's divorce and custody battle over their son and how they learn to put their differences aside for the sake of their child.,Courtroom "
CR20,Rashomon,Akira Kurosawa,1950,"A mystery drama film that tells the story of a murder and rape from four different perspectives, highlighting the subjective nature of truth and memory.",Courtroom ,"Akira Kurosawa,A mystery drama film that tells the story of a murder and rape from four different perspectives, highlighting the subjective nature of truth and memory.,Courtroom "
CR21,A Few Good Men,Rob Reiner,1992,A legal drama film about a military trial where two US Marines are accused of murdering a fellow Marine and their lawyers uncover a high-level conspiracy.,Courtroom ,"Rob Reiner,A legal drama film about a military trial where two US Marines are accused of murdering a fellow Marine and their lawyers uncover a high-level conspiracy.,Courtroom "
CR22,12 Angry Men,Sidney Lumet,1957,A courtroom drama film where a jury deliberates the fate of a young man accused of murder and the prejudices and biases of the jurors are exposed.,Courtroom ,"Sidney Lumet,A courtroom drama film where a jury deliberates the fate of a young man accused of murder and the prejudices and biases of the jurors are exposed.,Courtroom "
CR23,Philadelphia,Jonathan Demme,1993,A drama film about a man with AIDS who sues his law firm for discrimination and his lawyer who initially dislikes homosexuals but eventually comes to understand and appreciate his client.,Courtroom ,"Jonathan Demme,A drama film about a man with AIDS who sues his law firm for discrimination and his lawyer who initially dislikes homosexuals but eventually comes to understand and appreciate his client.,Courtroom "
CR24,The Verdict,Sidney Lumet,1982,A drama film about a down-on-his-luck lawyer who takes on a medical malpractice case and has to confront his own personal demons and professional ethics.,Courtroom ,"Sidney Lumet,A drama film about a down-on-his-luck lawyer who takes on a medical malpractice case and has to confront his own personal demons and professional ethics.,Courtroom "
CR25,To Kill a Mockingbird,Robert Mulligan,1962,A drama film based on the novel by Harper Lee where a lawyer in the 1930s defends a black man accused of raping a white woman and the impact it has on his family and the community.,Courtroom ,"Robert Mulligan,A drama film based on the novel by Harper Lee where a lawyer in the 1930s defends a black man accused of raping a white woman and the impact it has on his family and the community.,Courtroom "
CM01,Hell or High Water ,David McKenzie,2016,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.,Crime ,"David McKenzie,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.,Crime "
CM02,In Cold Blood ,Richard Brooks,1967,"Based on a true story, a quadruple homicide in a small Kansas town is investigated by Truman Capote, who wrote about the case in his book.",Crime ,"Richard Brooks,Based on a true story, a quadruple homicide in a small Kansas town is investigated by Truman Capote, who wrote about the case in his book.,Crime "
CM03,Pink Flamingos ,John Waters,1972,"An outrageous, trashy comedy about an obese, criminal family living in a trailer park and competing for the title of the filthiest people alive"".""",Crime ,"John Waters,An outrageous, trashy comedy about an obese, criminal family living in a trailer park and competing for the title of the filthiest people alive""."",Crime "
CM04,A Fish Called Wanda ,Charles Crichton,1988,A heist comedy featuring a gang of diamond thieves and the various complications that arise from their conflicting interests and betrayals.,Crime ,"Charles Crichton,A heist comedy featuring a gang of diamond thieves and the various complications that arise from their conflicting interests and betrayals.,Crime "
CM05,Training Day ,Antoine Fuqua,2001,"On his first day as a Los Angeles narcotics officer, a rookie cop goes on a 24-hour training mission with a corrupt veteran officer.",Crime ,"Antoine Fuqua,On his first day as a Los Angeles narcotics officer, a rookie cop goes on a 24-hour training mission with a corrupt veteran officer.,Crime "
CM06,Serpico ,Sidney Lumet,1973,"Based on the true story of Frank Serpico, an honest New York City cop who exposes widespread corruption within the police department.",Crime ,"Sidney Lumet,Based on the true story of Frank Serpico, an honest New York City cop who exposes widespread corruption within the police department.,Crime "
CM07,Shaft ,Gordon Parks Jr.,1973,"A classic blaxploitation film featuring John Shaft, a private detective who takes on a case involving a kidnapped woman and the Harlem drug scene.",Crime ,"Gordon Parks Jr.,A classic blaxploitation film featuring John Shaft, a private detective who takes on a case involving a kidnapped woman and the Harlem drug scene.,Crime "
CM08,Heat ,Michael Mann,1995,A crime thriller about a group of professional thieves and the LAPD detective who is determined to bring them to justice.,Crime ,"Michael Mann,A crime thriller about a group of professional thieves and the LAPD detective who is determined to bring them to justice.,Crime "
CM09,Wall Street ,Oliver Stone,1987,"A drama about an ambitious young stockbroker who gets involved with a wealthy, unscrupulous corporate raider.",Crime ,"Oliver Stone,A drama about an ambitious young stockbroker who gets involved with a wealthy, unscrupulous corporate raider.,Crime "
CM10,La Haine ,Mathieu Kassovitz,1995,"Following the aftermath of a riot in a multicultural Parisian suburb, three friends, one Jewish, one Arab, and one black, try to find a way forward.",Crime ,"Mathieu Kassovitz,Following the aftermath of a riot in a multicultural Parisian suburb, three friends, one Jewish, one Arab, and one black, try to find a way forward.,Crime "
CM11,Ocean’s Eleven ,Steven Soderbergh,2001,A heist film featuring Danny Ocean and his crew of expert thieves who plan to rob three Las Vegas casinos at the same time.,Crime ,"Steven Soderbergh,A heist film featuring Danny Ocean and his crew of expert thieves who plan to rob three Las Vegas casinos at the same time.,Crime "
CM12,Run Lola Run ,Tom Tykwer,1998,"A German thriller in which a woman tries to obtain 100,000 Deutsche Mark in 20 minutes to save her boyfriend's life by any means necessary.",Crime ,"Tom Tykwer,A German thriller in which a woman tries to obtain 100,000 Deutsche Mark in 20 minutes to save her boyfriend's life by any means necessary.,Crime "
CM13,The Fugitive ,Andrew Davis ,1993,A doctor is wrongly accused of murdering his wife and goes on the run to try to clear his name while being pursued by a determined U.S. Marshal.,Crime ,"Andrew Davis ,A doctor is wrongly accused of murdering his wife and goes on the run to try to clear his name while being pursued by a determined U.S. Marshal.,Crime "
CM14,Bullitt ,Peter Yates,1968,A San Francisco cop with little regard for rules (but who always gets results) tries to track down a serial killer who snipes at random victims.,Crime ,"Peter Yates,A San Francisco cop with little regard for rules (but who always gets results) tries to track down a serial killer who snipes at random victims.,Crime "
CM15,Dirty Harry ,Don Siegel,1971,"When a madman calling himself 'the Scorpio Killer' menaces the city, tough-as-nails San Francisco Police Inspector Harry Callahan is assigned to track down and ferret out the crazed psychopath.",Crime ,"Don Siegel,When a madman calling himself 'the Scorpio Killer' menaces the city, tough-as-nails San Francisco Police Inspector Harry Callahan is assigned to track down and ferret out the crazed psychopath.,Crime "
CM16,American Hustle ,David O. Russell,2011,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild F.B.I. Agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and the Mafia.",Crime ,"David O. Russell,A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild F.B.I. Agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and the Mafia.,Crime "
CM17,The Sting,George Roy Hill,1973,"In Chicago in September 1936, a young con man seeking revenge for his murdered partner teams up with a master of the big con to win a fortune from a criminal banker.",Crime ,"George Roy Hill,In Chicago in September 1936, a young con man seeking revenge for his murdered partner teams up with a master of the big con to win a fortune from a criminal banker.,Crime "
CM18,Fight Club,David Fincher,1999,An insomniac office worker and a devil-may-care soap maker form an underground fight club that evolves into much more.,Crime ,"David Fincher,An insomniac office worker and a devil-may-care soap maker form an underground fight club that evolves into much more.,Crime "
CM19,City of God,Fernando Meirelles & Katia Lund,2002,"In the poverty-stricken favelas of Rio de Janeiro in the 1970s, two young men choose different paths. Rocket is a budding photographer who documents the increasing drug-related violence of his neighborhood. José 'Zé' Pequeno is an ambitious drug dealer who uses Rocket and his photos as a way to increase his fame as a turf war erupts with his rival, 'Knockout Ned'.",Crime ,"Fernando Meirelles & Katia Lund,In the poverty-stricken favelas of Rio de Janeiro in the 1970s, two young men choose different paths. Rocket is a budding photographer who documents the increasing drug-related violence of his neighborhood. José 'Zé' Pequeno is an ambitious drug dealer who uses Rocket and his photos as a way to increase his fame as a turf war erupts with his rival, 'Knockout Ned'.,Crime "
CM20,The French Connection,William Friedkin ,1971,A pair of NYC cops in the Narcotics Bureau stumble onto a drug smuggling job with a French connection.,Crime ,"William Friedkin ,A pair of NYC cops in the Narcotics Bureau stumble onto a drug smuggling job with a French connection.,Crime "
CM21,Dog Day Afternoon,Sidney Lumet,1975,A man robs a bank to pay for his lover's operation; it turns into a hostage situation and a media circus.,Crime ,"Sidney Lumet,A man robs a bank to pay for his lover's operation; it turns into a hostage situation and a media circus.,Crime "
CM22,No Country for Old Men,Coen Brothers,2007,Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.,Crime ,"Coen Brothers,Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.,Crime "
CM23,Breathless,Jean-Luc Godard,1960,"A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he reunites with a hip American journalism student and attempts to persuade her to run away with him to Italy.",Crime ,"Jean-Luc Godard,A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he reunites with a hip American journalism student and attempts to persuade her to run away with him to Italy.,Crime "
CM24,Fargo,Coen Brothers,1996,Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,Crime ,"Coen Brothers,Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,Crime "
CM25,Taxi Driver,Martin Scorsese,1976,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action by attempting to liberate a presidential campaign worker and an underage prostitute.",Crime ,"Martin Scorsese,A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action by attempting to liberate a presidential campaign worker and an underage prostitute.,Crime "
DO01,Sherman’s March ,Ross McElwee,1985,A documentary that follows filmmaker Ross McElwee as he travels through the American South to explore and reflect upon the relationships and experiences he has had with women.,Documentary ,"Ross McElwee,A documentary that follows filmmaker Ross McElwee as he travels through the American South to explore and reflect upon the relationships and experiences he has had with women.,Documentary "
DO02,I Am Not Your Negro ,Raoul Peck,2016,"An examination of racism in America through the eyes of writer James Baldwin, based on his unfinished manuscript 'Remember This House.'",Documentary ,"Raoul Peck,An examination of racism in America through the eyes of writer James Baldwin, based on his unfinished manuscript 'Remember This House.',Documentary "
DO03,"Harlan County, USA ",Barbara Kopple,1976,"A documentary about a coal miner's strike in Kentucky in 1973, and the violent confrontations between the striking miners and the mine owners and their hired thugs.",Documentary ,"Barbara Kopple,A documentary about a coal miner's strike in Kentucky in 1973, and the violent confrontations between the striking miners and the mine owners and their hired thugs.,Documentary "
DO04,Borat: Cultural Learnings of America ,Larry Charles,2006,A satirical mockumentary-style film following the journey of fictional Kazakhstani journalist Borat Sagdiyev as he travels across America and interacts with its citizens.,Documentary ,"Larry Charles,A satirical mockumentary-style film following the journey of fictional Kazakhstani journalist Borat Sagdiyev as he travels across America and interacts with its citizens.,Documentary "
DO05,Taxi to the Dark Side ,Alex Gibney,2001,An investigative documentary that explores the torture and death of an Afghan taxi driver at the hands of American soldiers at Bagram Air Force Base in 2002.,Documentary ,"Alex Gibney,An investigative documentary that explores the torture and death of an Afghan taxi driver at the hands of American soldiers at Bagram Air Force Base in 2002.,Documentary "
DO06,Citizenfour ,Laura Poitras,2014,"A documentary film about Edward Snowden, the former National Security Agency contractor who leaked classified information revealing global surveillance programs run by the NSA.",Documentary ,"Laura Poitras,A documentary film about Edward Snowden, the former National Security Agency contractor who leaked classified information revealing global surveillance programs run by the NSA.,Documentary "
DO07,Don’t Look Back ,D.A. Pennebaker,1967,"A documentary that follows singer-songwriter Bob Dylan on his 1965 tour of England, capturing his performances and interactions with the press and fans.",Documentary ,"D.A. Pennebaker,A documentary that follows singer-songwriter Bob Dylan on his 1965 tour of England, capturing his performances and interactions with the press and fans.,Documentary "
DO08,20 Feet from Stardom ,Morgan Neville,2013,"A documentary that shines a spotlight on the backup singers who have contributed to some of the most iconic songs in music history, but often go unnoticed.",Documentary ,"Morgan Neville,A documentary that shines a spotlight on the backup singers who have contributed to some of the most iconic songs in music history, but often go unnoticed.,Documentary "
DO09,Blackfish ,Gabriela Cowperthwaite,2013,A documentary about the captivity of killer whales in theme parks and the consequences of keeping these highly intelligent and social creatures in small tanks.,Documentary ,"Gabriela Cowperthwaite,A documentary about the captivity of killer whales in theme parks and the consequences of keeping these highly intelligent and social creatures in small tanks.,Documentary "
DO10,The Silent World ,"Jacques Cousteau, Louis Malle",1956,"A documentary co-directed by Jacques Cousteau and Louis Malle, chronicling Cousteau's underwater adventures and his love of the sea.",Documentary ,"Jacques Cousteau, Louis Malle,A documentary co-directed by Jacques Cousteau and Louis Malle, chronicling Cousteau's underwater adventures and his love of the sea.,Documentary "
DO11,Grizzly Man ,Werner Herzog,2005,"A documentary about Timothy Treadwell, an amateur naturalist and wildlife preservationist who lived among grizzly bears in Alaska, ultimately leading to his tragic death.",Documentary ,"Werner Herzog,A documentary about Timothy Treadwell, an amateur naturalist and wildlife preservationist who lived among grizzly bears in Alaska, ultimately leading to his tragic death.,Documentary "
DO12,An Inconvenient Truth ,Davis Guggenheim ,2006,"A documentary about climate change and its potential catastrophic consequences, presented by former United States Vice President Al Gore.",Documentary ,"Davis Guggenheim ,A documentary about climate change and its potential catastrophic consequences, presented by former United States Vice President Al Gore.,Documentary "
DO13,Triumph of the Will ,Leni Riefenstahl,1935,"A propaganda film directed by Leni Riefenstahl that documents the 1934 Nazi Party Congress in Nuremberg, Germany, and glorifies the ideals of the Nazi Party and its leader, Adolf Hitler.",Documentary ,"Leni Riefenstahl,A propaganda film directed by Leni Riefenstahl that documents the 1934 Nazi Party Congress in Nuremberg, Germany, and glorifies the ideals of the Nazi Party and its leader, Adolf Hitler.,Documentary "
DO14,Shoah ,Claude Lanzmann,1985,"Shoah is a nine-and-a-half-hour documentary film about the Holocaust, directed by Claude Lanzmann. The film presents Lanzmann's interviews with survivors, witnesses and perpetrators during visits to German Holocaust sites across Poland.",Documentary ,"Claude Lanzmann,Shoah is a nine-and-a-half-hour documentary film about the Holocaust, directed by Claude Lanzmann. The film presents Lanzmann's interviews with survivors, witnesses and perpetrators during visits to German Holocaust sites across Poland.,Documentary "
DO15,The Act of Killing ,Joshua Oppenheimer,2012,"The Act of Killing is a documentary film directed by Joshua Oppenheimer and co-directed by Christine Cynn and an anonymous Indonesian. The film follows a group of Indonesian men who were responsible for the mass killings of suspected communists in Indonesia in 1965-66, as they are challenged to reenact their crimes for a movie.",Documentary ,"Joshua Oppenheimer,The Act of Killing is a documentary film directed by Joshua Oppenheimer and co-directed by Christine Cynn and an anonymous Indonesian. The film follows a group of Indonesian men who were responsible for the mass killings of suspected communists in Indonesia in 1965-66, as they are challenged to reenact their crimes for a movie.,Documentary "
DO16,Bowling for Columbine ,Michael Moore,2002,"Bowling for Columbine is a documentary film directed by Michael Moore that explores the gun culture in the United States, focusing on the events leading up to and following the 1999 Columbine High School massacre.",Documentary ,"Michael Moore,Bowling for Columbine is a documentary film directed by Michael Moore that explores the gun culture in the United States, focusing on the events leading up to and following the 1999 Columbine High School massacre.,Documentary "
DO17,Nanook of the North,Robert J. Flaherty,1922,Nanook of the North is a silent documentary film directed by Robert J. Flaherty. The film depicts the lives of an Inuit family in the Canadian Arctic and is considered one of the first feature-length documentaries ever made.,Documentary ,"Robert J. Flaherty,Nanook of the North is a silent documentary film directed by Robert J. Flaherty. The film depicts the lives of an Inuit family in the Canadian Arctic and is considered one of the first feature-length documentaries ever made.,Documentary "
DO18,Man on Wire,James Marsh,2008,Man on Wire is a documentary film directed by James Marsh. The film tells the story of Philippe Petit's 1974 high-wire walk between the Twin Towers of the World Trade Center in New York City.,Documentary ,"James Marsh,Man on Wire is a documentary film directed by James Marsh. The film tells the story of Philippe Petit's 1974 high-wire walk between the Twin Towers of the World Trade Center in New York City.,Documentary "
DO19,Gates of Heaven,Errol Morris,1978,Gates of Heaven is a documentary film directed by Errol Morris that explores the pet cemetery business in California. The film is known for its offbeat humor and unique subject matter.,Documentary ,"Errol Morris,Gates of Heaven is a documentary film directed by Errol Morris that explores the pet cemetery business in California. The film is known for its offbeat humor and unique subject matter.,Documentary "
DO20,Salesman,Albert & David Maysles,1968,"Salesman is a documentary film directed by Albert and David Maysles and Charlotte Zwerin. The film follows four door-to-door Bible salesmen as they travel across the United States, struggling to make sales and facing personal and financial challenges along the way.",Documentary ,"Albert & David Maysles,Salesman is a documentary film directed by Albert and David Maysles and Charlotte Zwerin. The film follows four door-to-door Bible salesmen as they travel across the United States, struggling to make sales and facing personal and financial challenges along the way.,Documentary "
DO21,Titicut Follies,Frederick Wiseman ,1967,Titicut Follies is a documentary film directed by Frederick Wiseman. The film shows the deplorable conditions and mistreatment of inmates at the Bridgewater State Hospital for the criminally insane in Massachusetts.,Documentary ,"Frederick Wiseman ,Titicut Follies is a documentary film directed by Frederick Wiseman. The film shows the deplorable conditions and mistreatment of inmates at the Bridgewater State Hospital for the criminally insane in Massachusetts.,Documentary "
DO22,Hoop Dreams,Steve James,1994,Hoop Dreams is a documentary film directed by Steve James that follows the lives of two high school basketball players in Chicago and their aspirations to play in the National Basketball Association (NBA).,Documentary ,"Steve James,Hoop Dreams is a documentary film directed by Steve James that follows the lives of two high school basketball players in Chicago and their aspirations to play in the National Basketball Association (NBA).,Documentary "
DO23,Up,Paul Almond & Michael Apted,1984,Up is a computer-animated film produced by Pixar Animation Studios and directed by Pete Docter. The film follows an elderly widower named Carl Fredricksen and a young boy named Russell as they embark on a journey to South America in a house carried by helium balloons.,Documentary ,"Paul Almond & Michael Apted,Up is a computer-animated film produced by Pixar Animation Studios and directed by Pete Docter. The film follows an elderly widower named Carl Fredricksen and a young boy named Russell as they embark on a journey to South America in a house carried by helium balloons.,Documentary "
DO24,The Thin Blue Line,Errol Morris,1988,"The Thin Blue Line is a documentary film directed by Errol Morris. The film investigates the case of Randall Dale Adams, who was wrongfully convicted and sentenced to death for the murder of a police officer in Texas.",Documentary ,"Errol Morris,The Thin Blue Line is a documentary film directed by Errol Morris. The film investigates the case of Randall Dale Adams, who was wrongfully convicted and sentenced to death for the murder of a police officer in Texas.,Documentary "
DO25,Night and Fog,Alain Resnais,1955,"Night and Fog is a short documentary film directed by Alain Resnais. The film examines the Holocaust, using archival footage and contemporary shots of concentration camps to provide a visual account of the atrocities committed by the Nazis.",Documentary ,"Alain Resnais,Night and Fog is a short documentary film directed by Alain Resnais. The film examines the Holocaust, using archival footage and contemporary shots of concentration camps to provide a visual account of the atrocities committed by the Nazis.,Documentary "
DR01,Stranger Than Paradise ,Jim Jarmusch,1984,A young New Yorker travels with his cousin to Cleveland to visit an eccentric relative who has stolen a fortune from a bank.,Drama ,"Jim Jarmusch,A young New Yorker travels with his cousin to Cleveland to visit an eccentric relative who has stolen a fortune from a bank.,Drama "
DR02,"Paris, Texas ",Wim Wenders ,1984,"A man wanders out of the desert not knowing who he is. His brother finds him, and helps to pull his memory back of the life he led before he walked out on his wife and son four years before.",Drama ,"Wim Wenders ,A man wanders out of the desert not knowing who he is. His brother finds him, and helps to pull his memory back of the life he led before he walked out on his wife and son four years before.,Drama "
DR03,Black Narcissus ,Powell & Pressburger,1947,"A group of nuns struggle to establish a convent in the Himalayas, while isolation, extreme weather, altitude, and culture clashes all conspire to drive the well-intentioned missionaries mad.",Drama ,"Powell & Pressburger,A group of nuns struggle to establish a convent in the Himalayas, while isolation, extreme weather, altitude, and culture clashes all conspire to drive the well-intentioned missionaries mad.,Drama "
